season,vote,castaway,acknowledge,ack_gesture,ack_speak,ack_look,ack_smile,ack_speak_notes,notes,url,log,episode,voted_out,voted_out_id,_merge,match,ack_score
1,13,Sue,True,True,True,True,True,"""See you guys."" ",,https://www.youtube.com/watch?v=E7RgeqA1HKc,6/7/2024,13,Sue,US0013,both,True,4
1,14,Rudy,False,False,False,False,False,,,https://www.youtube.com/watch?v=nbYZH2zAN9M,6/7/2024,13,Rudy,US0014,both,True,0
2,1,Debb,,,,,,,,,6/11/2024,1,Debb,US0017,both,True,0
2,2,Kel,,,,,,,,,6/11/2024,2,Kel,US0018,both,True,0
2,3,Maralyn,,,,,,,,,6/11/2024,3,Maralyn,US0019,both,True,0
2,4,Mitchell,,,,,,,,,6/11/2024,4,Mitchell,US0020,both,True,0
2,5,Kimmi,,,,,,,,,6/11/2024,5,Kimmi,US0021,both,True,0
2,6,Jeff,,,,,,,,,6/11/2024,7,Jeff,US0023,both,True,0
2,7,Alicia,,,,,,,,,6/11/2024,8,Alicia,US0024,both,True,0
2,8,Jerri,,,,,,,,,6/11/2024,10,Jerri,US0025,both,True,0
2,9,Nick,,,,,,,,,6/11/2024,11,Nick,US0026,both,True,0
2,10,Amber,,,,,,,,,6/11/2024,12,Amber,US0027,both,True,0
2,11,Rodger,,,,,,,,,6/11/2024,13,Rodger,US0028,both,True,0
2,12,Elisabeth,,,,,,,,,6/11/2024,14,Elisabeth,US0029,both,True,0
2,13,Keith,,,,,,,,,6/11/2024,15,Keith,US0030,both,True,0
3,1,Diane,,,,,,,,,6/11/2024,1,Diane,US0033,both,True,0
3,2,Jessie,,,,,,,,,6/11/2024,2,Jessie,US0034,both,True,0
3,3,Carl,,,,,,,,,6/11/2024,3,Carl,US0035,both,True,0
3,4,Linda,,,,,,,,,6/11/2024,4,Linda,US0036,both,True,0
3,5,Silas,,,,,,,,,6/11/2024,5,Silas,US0037,both,True,0
3,6,Lindsey,,,,,,,,,6/11/2024,6,Lindsey,US0038,both,True,0
3,7,Clarence,,,,,,,,,6/11/2024,7,Clarence,US0039,both,True,0
3,8,Kelly,,,,,,,,,6/11/2024,9,Kelly,US0040,both,True,0
3,9,Brandon,,,,,,,,,6/11/2024,10,Brandon,US0041,both,True,0
3,10,Frank,,,,,,,,,6/11/2024,11,Frank,US0042,both,True,0
3,11,Kim P.,,,,,,,,,6/11/2024,12,Kim P.,US0043,both,True,0
3,12,Teresa,,,,,,,,,6/11/2024,13,Teresa,US0044,both,True,0
3,13,Tom,,,,,,,,,6/11/2024,14,Tom,US0045,both,True,0
3,14,Lex,,,,,,,,,6/11/2024,14,Lex,US0046,both,True,0
4,1,Peter,,,,,,,,,6/11/2024,1,Peter,US0049,both,True,0
4,2,Patricia,,,,,,,,,6/11/2024,2,Patricia,US0050,both,True,0
4,3,Hunter,,,,,,,,,6/11/2024,3,Hunter,US0051,both,True,0
4,4,Sarah,,,,,,,,,6/11/2024,4,Sarah,US0052,both,True,0
4,5,Gabriel,,,,,,,,,6/11/2024,5,Gabriel,US0053,both,True,0
4,6,Gina,,,,,,,,,6/11/2024,6,Gina,US0054,both,True,0
4,7,Boston Rob,,,,,,,,,6/11/2024,7,Boston Rob,US0055,both,True,0
4,8,John,,,,,,,,,6/11/2024,8,John,US0056,both,True,0
4,9,Zoe,,,,,,,,,6/11/2024,10,Zoe,US0057,both,True,0
4,10,Tammy,,,,,,,,,6/11/2024,11,Tammy,US0058,both,True,0
4,11,Robert,,,,,,,,,6/11/2024,12,Robert,US0059,both,True,0
4,12,Sean,,,,,,,,,6/11/2024,13,Sean,US0060,both,True,0
4,13,Paschal,,,,,,,,,6/11/2024,14,Paschal,US0061,both,True,0
4,14,Kathy,,,,,,,,,6/11/2024,14,Kathy,US0062,both,True,0
5,1,John,,,,,,,,,6/11/2024,1,John,US0065,both,True,0
5,2,Tanya,,,,,,,,,6/11/2024,2,Tanya,US0066,both,True,0
5,3,Jed,,,,,,,,,6/11/2024,3,Jed,US0067,both,True,0
5,4,Ghandia,,,,,,,,,6/11/2024,4,Ghandia,US0068,both,True,0
5,5,Stephanie,,,,,,,,,6/11/2024,5,Stephanie,US0069,both,True,0
5,6,Robb,,,,,,,,,6/11/2024,6,Robb,US0070,both,True,0
5,7,Shii Ann,,,,,,,,,6/11/2024,7,Shii Ann,US0071,both,True,0
5,8,Erin,,,,,,,,,6/11/2024,8,Erin,US0072,both,True,0
5,9,Ken,,,,,,,,,6/11/2024,9,Ken,US0073,both,True,0
5,10,Penny,,,,,,,,,6/11/2024,10,Penny,US0074,both,True,0
5,11,Jake,,,,,,,,,6/11/2024,12,Jake,US0075,both,True,0
5,12,Ted,,,,,,,,,6/11/2024,13,Ted,US0076,both,True,0
5,13,Helen,,,,,,,,,6/11/2024,14,Helen,US0077,both,True,0
5,14,Jan,,,,,,,,,6/11/2024,14,Jan,US0078,both,True,0
6,1,Ryan,False,False,False,False,False,,,Paramount,6/11/2024,1,Ryan,US0081,both,True,0
6,2,Janet,True,False,True,True,True,"""Good luck, guys""",,Paramount,6/11/2024,2,Janet,US0082,both,True,3
6,3,Daniel,True,True,False,True,False,,,Paramount,6/11/2024,3,Daniel,US0083,both,True,2
6,4,JoAnna,False,False,False,False,False,,,Paramount,6/11/2024,4,JoAnna,US0084,both,True,0
6,5,Jeanne,False,False,False,False,False,,,Paramount,6/11/2024,5,Jeanne,US0085,both,True,0
6,6,Shawna,True,True,False,True,True,,"Mouthed, ""Goodbye""",Paramount,6/11/2024,6,Shawna,US0086,both,True,3
6,7,Roger,False,False,False,False,False,,,Paramount,6/11/2024,7,Roger,US0087,both,True,0
6,8,Dave,False,False,False,False,False,,,Paramount,6/11/2024,8,Dave,US0088,both,True,0
6,9,Deena,False,False,False,False,False,,,Paramount,6/11/2024,9,Deena,US0089,both,True,0
6,10,Alex,True,True,True,True,True,"""Take it easy, guys.""",,Paramount,6/11/2024,11,Alex,US0090,both,True,4
6,11,Christy,False,False,False,False,False,,,Paramount,6/11/2024,12,Christy,US0091,both,True,0
6,12,Heidi,False,False,False,False,False,,,Paramount,6/11/2024,13,Heidi,US0092,both,True,0
6,13,Butch,True,True,True,True,False,"""Good luck""",,Paramount,6/11/2024,14,Butch,US0093,both,True,3
6,14,Rob,True,True,True,True,True,Inaudible,,Paramount,6/11/2024,14,Rob,US0094,both,True,4
7,1,Nicole,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,1,Nicole,US0097,both,True,0
7,2,Ryan S.,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,2,Ryan S.,US0098,both,True,0
7,3,Lillian,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,3,Lillian,US0099,both,True,0
7,4,Burton,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,4,Burton,US0100,both,True,0
7,5,Michelle,True,True,False,True,True,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,5,Michelle,US0101,both,True,3
7,6,Trish,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,6,Trish,US0102,both,True,0
7,7,Shawn,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,7,Shawn,US0103,both,True,0
7,8,Osten,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,7,Osten,US0104,both,True,0
7,9,Andrew,True,True,True,True,False,"""Ryan O, D, T, hang tough.""",,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,8,Andrew,US0105,both,True,3
7,10,Ryan O.,True,False,True,True,False,"""I'll be back, guys.""",,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,9,Ryan O.,US0106,both,True,2
7,11,Rupert,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,10,Rupert,US0107,both,True,0
7,12,Tijuana,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,11,Tijuana,US0108,both,True,0
7,13,Christa,True,True,False,True,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,12,Christa,US0109,both,True,2
7,14,Burton,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,13,Burton,US0100,both,True,0
7,15,Darrah,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,14,Darrah,US0110,both,True,0
7,16,Jonny Fairplay,False,False,False,False,False,,,https://www.youtube.com/watch?v=hbKM5r77mRo,6/11/2024,14,Jonny Fairplay,US0111,both,True,0
8,1,Tina,,,,,,,,,6/11/2024,1,Tina,US0032,both,True,0
8,2,Rudy,,,,,,,,,6/11/2024,2,Rudy,US0014,both,True,0
8,3,Rob C.,,,,,,,,,6/11/2024,4,Rob C.,US0094,both,True,0
8,4,Richard,,,,,,,,,6/11/2024,5,Richard,US0016,both,True,0
8,5,Colby,,,,,,,,,6/11/2024,7,Colby,US0031,both,True,0
8,6,Ethan,,,,,,,,,6/11/2024,8,Ethan,US0048,both,True,0
8,7,Jerri,,,,,,,,,6/11/2024,10,Jerri,US0025,both,True,0
8,8,Lex,,,,,,,,,6/11/2024,11,Lex,US0046,both,True,0
8,9,Kathy,,,,,,,,,6/11/2024,12,Kathy,US0062,both,True,0
8,10,Alicia,,,,,,,,,6/11/2024,13,Alicia,US0024,both,True,0
8,11,Shii Ann,,,,,,,,,6/11/2024,14,Shii Ann,US0071,both,True,0
8,12,Tom,,,,,,,,,6/11/2024,15,Tom,US0045,both,True,0
8,13,Rupert,,,,,,,,,6/11/2024,16,Rupert,US0107,both,True,0
8,14,Jenna L.,,,,,,,,,6/11/2024,16,Jenna L.,US0009,both,True,0
9,1,Brook,False,False,False,False,False,,,Paramount,6/11/2024,1,Brook,US0113,both,True,0
9,2,Dolly,False,False,False,False,False,,,Paramount,6/11/2024,2,Dolly,US0114,both,True,0
9,3,John P.,True,True,False,True,False,,,Paramount,6/11/2024,3,John P.,US0115,both,True,2
9,4,Mia,True,False,True,True,False,"""Kick ass, ladies.""",,,6/11/2024,3,Mia,US0116,both,True,2
9,5,Brady,True,True,True,True,False,"""Good luck, fellas.""",,,6/11/2024,4,Brady,US0117,both,True,3
9,6,Travis,True,True,True,True,True,"""Peace out, y'all.""",,,6/11/2024,5,Travis,US0118,both,True,4
9,7,Lisa,True,False,True,True,False,"""True to my word.""",,,6/11/2024,6,Lisa,US0119,both,True,2
9,8,John K.,True,True,True,True,False,"""Take it easy.""",,,6/11/2024,7,John K.,US0120,both,True,3
9,9,Rory,False,False,False,False,False,,,,6/11/2024,8,Rory,US0121,both,True,0
9,10,Lea,True,True,False,True,False,,,,6/11/2024,9,Lea,US0122,both,True,2
9,11,Chad,True,True,False,True,False,,,,6/11/2024,10,Chad,US0123,both,True,2
9,12,Leann,True,False,False,True,False,,,,6/11/2024,11,Leann,US0124,both,True,1
9,13,Ami,False,False,False,False,False,,,,6/11/2024,12,Ami,US0125,both,True,0
9,14,Julie,False,False,False,False,False,,,,6/11/2024,13,Julie,US0126,both,True,0
9,15,Eliza,True,False,False,True,False,,,,6/11/2024,14,Eliza,US0127,both,True,1
9,16,Scout,False,False,False,False,False,,,,6/11/2024,14,Scout,US0128,both,True,0
10,1,Jolanda,False,False,False,False,False,,,Paramount,6/11/2024,1,Jolanda,US0133,both,True,0
10,2,Ashlee,False,False,False,False,False,,,Paramount,,2,Ashlee,US0134,both,True,0
10,3,Jeff,False,False,False,False,False,,,Paramount,6/11/2024,3,Jeff,US0135,both,True,0
10,4,Kim,False,False,False,False,False,,,Paramount,6/11/2024,4,Kim,US0136,both,True,0
10,5,Willard,True,True,True,True,True,"""Stay strong, stick to the plan, finish them off.""",,Paramount,6/11/2024,5,Willard,US0137,both,True,4
10,6,Angie,True,True,True,True,True,"""Steph, rock it for the ladies.""",,Paramount,6/11/2024,5,Angie,US0138,both,True,4
10,7,James,False,False,False,False,False,,,Paramount,6/11/2024,6,James,US0139,both,True,0
10,8,Ibrehem,False,False,False,False,False,,,Paramount,6/11/2024,7,Ibrehem,US0140,both,True,0
10,9,Bobby Jon,False,False,False,False,False,,,Paramount,6/11/2024,8,Bobby Jon,US0141,both,True,0
10,10,Coby,True,False,True,True,True,"""That was a great compliment. Thank you.""",,Paramount,6/11/2024,9,Coby,US0142,both,True,3
10,11,Stephenie,False,False,False,False,False,,,Paramount,6/11/2024,11,Stephenie,US0144,both,True,0
10,12,Gregg,False,False,False,False,False,,,Paramount,6/11/2024,12,Gregg,US0145,both,True,0
10,13,Caryn,False,False,False,False,False,,,Paramount,6/11/2024,13,Caryn,US0146,both,True,0
10,14,Jenn,True,False,True,True,False,"""Good luck, guys.""",,Paramount,6/11/2024,14,Jenn,US0147,both,True,2
10,15,Ian,False,False,False,False,False,,Not a traditional vote off because of the long bouy challenge,Paramount,6/11/2024,14,Ian,US0148,both,True,0
11,1,Jim,True,True,False,False,False,,Waved and turned head but didn't make eye contact,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,1,Jim,US0151,both,True,1
11,2,Morgan,False,False,False,False,False,,,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,2,Morgan,US0152,both,True,0
11,3,Brianna,True,False,True,True,True,"""You guys are strong. Kick some ... butt."" ",,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,3,Brianna,US0153,both,True,3
11,4,Brooke,False,False,False,False,False,,,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,4,Brooke,US0154,both,True,0
11,5,Blake,True,False,True,True,False,"""Bye guys""",,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,5,Blake,US0155,both,True,2
11,6,Margaret,False,False,False,False,False,,,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,6,Margaret,US0156,both,True,0
11,7,Brian,True,True,True,True,False,"""Good luck guys""",Hugged several people before torch.,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,6,Brian,US0157,both,True,3
11,8,Amy,False,False,False,False,False,,Hugged Gary before torch,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,7,Amy,US0158,both,True,0
11,9,Brandon,True,False,True,False,False,"""Good luck guys""",Spoke with back turned,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,8,Brandon,US0159,both,True,1
11,10,Bobby Jon,True,True,True,True,False,"""Hang in there. Good luck.""",,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,9,Bobby Jon,US0141,both,True,3
11,11,Jamie,True,True,True,True,True,"""You blindsided! Nice! That's how you vote somebody off!""",Not a wave but lots of hand motions for emphasis. ,https://youtu.be/-D6JL6myJ_0?si=784e_2VAhRDk8OwC,6/6/2024,10,Jamie,US0160,both,True,4
11,12,Gary,False,False,False,False,False,,,Paramount,6/7/2024,11,Gary,US0161,both,True,0
11,13,Judd,True,False,True,False,False,"""Scumbags""",Said it walking away,Paramount,6/7/2024,12,Judd,US0162,both,True,1
11,14,Cindy,False,False,False,False,False,,Curse of the car!,Paramount,6/7/2024,13,Cindy,US0163,both,True,0
11,15,Lydia,False,False,False,False,False,,,Paramount,6/7/2024,14,Lydia,US0164,both,True,0
11,16,Rafe,True,True,True,True,True,"""Good luck tomorrow, guys.""",,Paramount,6/7/2024,14,Rafe,US0165,both,True,4
12,1,Tina,True,True,True,True,True,,,,6/11/2024,1,Tina,US0167,both,True,4
12,2,Melinda,True,True,True,False,False,,,,6/11/2024,2,Melinda,US0168,both,True,2
12,3,Misty,True,True,True,False,False,,,,6/11/2024,3,Misty,US0169,both,True,2
12,4,Ruth Marie,True,True,True,False,False,,,,6/11/2024,4,Ruth Marie,US0170,both,True,2
12,5,Bobby,False,False,False,False,False,,,,6/11/2024,5,Bobby,US0171,both,True,0
12,6,Dan,True,True,False,True,True,,,,6/11/2024,6,Dan,US0172,both,True,3
12,7,Nick,True,True,True,True,True,"""Cirie""",He threw her some socks and said her name. ,,6/11/2024,8,Nick,US0173,both,True,4
12,8,Austin,,,,,,,,,6/11/2024,9,Austin,US0174,both,True,0
12,9,Sally,,,,,,,,,6/11/2024,10,Sally,US0175,both,True,0
12,10,Courtney,,,,,,,,,6/11/2024,12,Courtney,US0177,both,True,0
12,11,Shane,,,,,,,,,6/11/2024,13,Shane,US0178,both,True,0
12,12,Cirie,,,,,,,,,6/11/2024,14,Cirie,US0179,both,True,0
12,13,Terry,,,,,,,,,6/11/2024,15,Terry,US0180,both,True,0
13,1,Sekou,,,,,,,,,6/11/2024,1,Sekou,US0183,both,True,0
13,2,Billy,,,,,,,,,6/11/2024,2,Billy,US0184,both,True,0
13,3,Cecilia,,,,,,,,,6/11/2024,3,Cecilia,US0185,both,True,0
13,4,J.P.,,,,,,,,,6/11/2024,4,J.P.,US0186,both,True,0
13,5,Stephannie,,,,,,,,,6/11/2024,5,Stephannie,US0187,both,True,0
13,6,Cao Boi,,,,,,,,,6/11/2024,6,Cao Boi,US0188,both,True,0
13,7,Cristina,,,,,,,,,6/11/2024,6,Cristina,US0189,both,True,0
13,8,Jessica,,,,,,,,,6/11/2024,8,Jessica,US0190,both,True,0
13,9,Brad,,,,,,,,,6/11/2024,9,Brad,US0191,both,True,0
13,10,Rebecca,,,,,,,,,6/11/2024,10,Rebecca,US0192,both,True,0
13,11,Jenny,,,,,,,,,6/11/2024,10,Jenny,US0193,both,True,0
13,12,Nate,,,,,,,,,6/11/2024,11,Nate,US0194,both,True,0
13,13,Candice,,,,,,,,,6/11/2024,12,Candice,US0195,both,True,0
13,14,Jonathan,,,,,,,,,6/11/2024,13,Jonathan,US0196,both,True,0
13,15,Parvati,,,,,,,,,6/11/2024,14,Parvati,US0197,both,True,0
13,16,Adam,,,,,,,,,6/11/2024,15,Adam,US0198,both,True,0
13,17,Sundra,,,,,,,,,6/11/2024,15,Sundra,US0199,both,True,0
14,1,Jessica,,,,,,,,,6/11/2024,1,Jessica,US0203,both,True,0
14,2,Erica,,,,,,,,,6/11/2024,2,Erica,US0204,both,True,0
14,3,Sylvia,,,,,,,,,6/11/2024,3,Sylvia,US0205,both,True,0
14,4,Liliana,,,,,,,,,6/11/2024,4,Liliana,US0207,both,True,0
14,5,Rita,,,,,,,,,6/11/2024,5,Rita,US0208,both,True,0
14,6,Anthony,,,,,,,,,6/11/2024,6,Anthony,US0209,both,True,0
14,7,Rocky,,,,,,,,,6/11/2024,7,Rocky,US0210,both,True,0
14,8,Lisi,,,,,,,,,6/11/2024,8,Lisi,US0211,both,True,0
14,9,Michelle,,,,,,,,,6/11/2024,9,Michelle,US0212,both,True,0
14,10,Edgardo,,,,,,,,,6/11/2024,10,Edgardo,US0213,both,True,0
14,11,Mookie,,,,,,,,,6/11/2024,11,Mookie,US0214,both,True,0
14,12,Alex,,,,,,,,,6/11/2024,12,Alex,US0215,both,True,0
14,13,Stacy,,,,,,,,,6/11/2024,13,Stacy,US0216,both,True,0
14,14,Boo,,,,,,,,,6/11/2024,14,Boo,US0217,both,True,0
14,15,Yau-Man,,,,,,,,,6/11/2024,14,Yau-Man,US0218,both,True,0
15,1,Chicken,,,,,,,,,6/11/2024,1,Chicken,US0222,both,True,0
15,2,Ashley,,,,,,,,,6/11/2024,2,Ashley,US0223,both,True,0
15,3,Leslie,,,,,,,,,6/11/2024,3,Leslie,US0224,both,True,0
15,4,Dave,,,,,,,,,6/11/2024,4,Dave,US0225,both,True,0
15,5,Aaron,,,,,,,,,6/11/2024,5,Aaron,US0226,both,True,0
15,6,Sherea,,,,,,,,,6/11/2024,6,Sherea,US0227,both,True,0
15,7,Jaime,,,,,,,,,6/11/2024,7,Jaime,US0228,both,True,0
15,8,Jean-Robert,,,,,,,,,6/11/2024,8,Jean-Robert,US0229,both,True,0
15,9,Frosti,,,,,,,,,6/11/2024,9,Frosti,US0230,both,True,0
15,10,James,,,,,,,,,6/11/2024,11,James,US0231,both,True,0
15,11,Erik,,,,,,,,,6/11/2024,12,Erik,US0232,both,True,0
15,12,Peih-Gee,,,,,,,,,6/11/2024,13,Peih-Gee,US0233,both,True,0
15,13,Denise,,,,,,,,,6/11/2024,14,Denise,US0234,both,True,0
16,1,Jonny Fairplay,,,,,,,,,6/11/2024,1,Jonny Fairplay,US0111,both,True,0
16,2,Mary,,,,,,,,,6/11/2024,2,Mary,US0238,both,True,0
16,3,Yau-Man,,,,,,,,,6/11/2024,3,Yau-Man,US0218,both,True,0
16,4,Mikey B,,,,,,,,,6/11/2024,4,Mikey B,US0239,both,True,0
16,5,Joel,,,,,,,,,6/11/2024,5,Joel,US0240,both,True,0
16,6,Chet,,,,,,,,,6/11/2024,6,Chet,US0241,both,True,0
16,7,Tracy,,,,,,,,,6/11/2024,7,Tracy,US0243,both,True,0
16,8,Ami,,,,,,,,,6/11/2024,8,Ami,US0125,both,True,0
16,9,Eliza,,,,,,,,,6/11/2024,9,Eliza,US0127,both,True,0
16,10,Ozzy,,,,,,,,,6/11/2024,10,Ozzy,US0201,both,True,0
16,11,Jason,,,,,,,,,6/11/2024,11,Jason,US0244,both,True,0
16,12,Alexis,,,,,,,,,6/11/2024,12,Alexis,US0245,both,True,0
16,13,Erik,,,,,,,,,6/11/2024,13,Erik,US0246,both,True,0
16,14,Natalie,,,,,,,,,6/11/2024,14,Natalie,US0247,both,True,0
16,15,Cirie,,,,,,,,,6/11/2024,14,Cirie,US0179,both,True,0
17,1,Michelle,,,,,,,,,6/11/2024,1,Michelle,US0248,both,True,0
17,2,Gillian,,,,,,,,,6/11/2024,1,Gillian,US0249,both,True,0
17,3,Paloma,,,,,,,,,6/11/2024,2,Paloma,US0250,both,True,0
17,4,Jacquie,,,,,,,,,6/11/2024,3,Jacquie,US0251,both,True,0
17,5,GC,,,,,,,,,6/11/2024,4,GC,US0252,both,True,0
17,6,Kelly,,,,,,,,,6/11/2024,5,Kelly,US0253,both,True,0
17,7,Ace,,,,,,,,,6/11/2024,6,Ace,US0254,both,True,0
17,8,Dan,,,,,,,,,6/11/2024,6,Dan,US0255,both,True,0
17,9,Marcus,,,,,,,,,6/11/2024,7,Marcus,US0256,both,True,0
17,10,Charlie,,,,,,,,,6/11/2024,8,Charlie,US0257,both,True,0
17,11,Randy,,,,,,,,,6/11/2024,9,Randy,US0258,both,True,0
17,12,Corinne,,,,,,,,,6/11/2024,11,Corinne,US0259,both,True,0
17,13,Crystal,,,,,,,,,6/11/2024,12,Crystal,US0260,both,True,0
17,14,Ken,,,,,,,,,6/11/2024,13,Ken,US0261,both,True,0
17,15,Matty,,,,,,,,,6/11/2024,13,Matty,US0262,both,True,0
18,1,Carolina,,,,,,,,,6/11/2024,1,Carolina,US0266,both,True,0
18,2,Candace,,,,,,,,,6/11/2024,2,Candace,US0267,both,True,0
18,3,Jerry,,,,,,,,,6/11/2024,3,Jerry,US0268,both,True,0
18,4,Sandy,,,,,,,,,6/11/2024,4,Sandy,US0269,both,True,0
18,5,Spencer,,,,,,,,,6/11/2024,5,Spencer,US0270,both,True,0
18,6,Sydney,,,,,,,,,6/11/2024,7,Sydney,US0271,both,True,0
18,7,Brendan,,,,,,,,,6/11/2024,9,Brendan,US0273,both,True,0
18,8,Tyson,,,,,,,,,6/11/2024,10,Tyson,US0274,both,True,0
18,9,Sierra,,,,,,,,,6/11/2024,11,Sierra,US0275,both,True,0
18,10,Debbie,,,,,,,,,6/11/2024,12,Debbie,US0276,both,True,0
18,11,Coach,,,,,,,,,6/11/2024,13,Coach,US0277,both,True,0
18,12,Taj,,,,,,,,,6/11/2024,14,Taj,US0278,both,True,0
18,13,Erinn,,,,,,,,,6/11/2024,14,Erinn,US0279,both,True,0
19,1,Marisa,False,False,False,False,False,,,,6/11/2024,1,Marisa,US0282,both,True,0
19,2,Betsy,False,False,False,False,False,,,,6/11/2024,2,Betsy,US0284,both,True,0
19,3,Ben,False,False,False,False,False,,,,6/11/2024,3,Ben,US0285,both,True,0
19,4,Yasmin,False,False,False,False,False,,,,6/11/2024,4,Yasmin,US0286,both,True,0
19,5,Ashley,True,False,True,True,False,"""Kick some butt you guys.""",,,6/11/2024,5,Ashley,US0287,both,True,2
19,6,Liz,False,False,False,False,False,,,,6/11/2024,7,Liz,US0289,both,True,0
19,7,Erik,True,True,False,False,False,,,,6/11/2024,8,Erik,US0290,both,True,1
19,8,Kelly,False,False,False,False,False,,,,6/11/2024,9,Kelly,US0291,both,True,0
19,9,Laura,False,False,False,False,False,,,,6/11/2024,10,Laura,US0292,both,True,0
19,10,John,True,True,True,True,False,"""Pleasure, boys.""",,,6/11/2024,12,John,US0293,both,True,3
19,11,Dave,True,False,True,True,False,"""Good game you guys.""",,,6/11/2024,13,Dave,US0294,both,True,2
19,12,Monica,True,True,False,True,False,,,,6/11/2024,13,Monica,US0295,both,True,2
19,13,Shambo,True,False,True,True,True,"""Good luck you guys.""",,,6/11/2024,14,Shambo,US0296,both,True,3
19,14,Jaison,False,False,False,False,False,,,,6/11/2024,15,Jaison,US0297,both,True,0
19,15,Brett,True,False,True,True,True,"""Good game guys!""",,,6/11/2024,15,Brett,US0298,both,True,3
20,1,Sugar,True,True,True,True,True,"""Bye""",,,6/11/2024,1,Sugar,US0263,both,True,4
20,2,Stephenie,True,False,True,True,False,"""Some advice, next time y'all lose a challenge, a\nlittle less cursing off your tribe might help.... It's been a pleasure.""",,,6/11/2024,2,Stephenie,US0144,both,True,2
