season,vote,castaway,acknowledge,ack_gesture,ack_speak,ack_look,ack_smile,ack_speak_notes,notes,url,log,episode,voted_out,voted_out_id,_merge,match,ack_score
20,3,Randy,False,False,False,False,False,,,,6/11/2024,3,Randy,US0258,both,True,0
20,4,Cirie,True,True,False,True,False,,,,6/11/2024,4,Cirie,US0179,both,True,2
20,5,Tom,False,False,False,False,False,,,,6/11/2024,5,Tom,US0150,both,True,0
20,6,Tyson,False,False,False,False,False,,,,6/11/2024,6,Tyson,US0274,both,True,0
20,7,James,True,False,True,False,False,"""Oh, I'm gonna be good and drunk in the next five minutes.""",,,6/11/2024,6,James,US0231,both,True,1
20,8,Boston Rob,False,False,False,False,False,,,,6/11/2024,7,Boston Rob,US0055,both,True,0
20,9,Coach,True,True,False,True,False,,,,6/11/2024,8,Coach,US0277,both,True,2
20,10,Courtney,True,True,True,True,True,"""Good luck, bitches. See you later.""",,,6/11/2024,9,Courtney,US0236,both,True,4
20,11,J.T.,True,True,True,True,True,"""Good luck, guys.""",,,6/11/2024,10,J.T.,US0281,both,True,4
20,12,Amanda,False,False,False,False,False,,,,6/11/2024,11,Amanda,US0235,both,True,0
20,13,Candice,True,True,True,True,True,"""Good luck, you guys.""",,,6/11/2024,12,Candice,US0195,both,True,4
20,14,Danielle,True,True,True,True,False,"""Bye""",,,6/11/2024,12,Danielle,US0181,both,True,3
20,15,Rupert,True,False,False,True,False,,,,6/11/2024,13,Rupert,US0107,both,True,1
20,16,Colby,False,False,False,False,False,,,,6/11/2024,14,Colby,US0031,both,True,0
20,17,Jerri,True,True,True,True,True,"""Bye you guys.""",,,6/11/2024,14,Jerri,US0025,both,True,4
21,1,Wendy,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,1,Wendy,US0302,both,True,0
21,2,Shannon,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,2,Shannon,US0303,both,True,0
21,3,Jimmy J.,True,True,True,True,False,"""Win a million bucks, OK?""",,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,3,Jimmy J.,US0304,both,True,3
21,4,Jimmy T.,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,4,Jimmy T.,US0305,both,True,0
21,5,Tyrone,True,True,True,True,True,"""Good luck, guys.""",,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,5,Tyrone,US0306,both,True,4
21,6,Kelly B.,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,6,Kelly B.,US0307,both,True,0
21,7,Yve,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,6,Yve,US0308,both,True,0
21,8,Jill,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,7,Jill,US0309,both,True,0
21,9,Alina,True,False,True,True,True,"""Good luck, guys.""",,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,8,Alina,US0310,both,True,3
21,10,Marty,True,True,True,True,False,"""Good luck, guys.""",,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,9,Marty,US0311,both,True,3
21,11,Brenda,True,True,False,True,True,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,10,Brenda,US0312,both,True,3
21,12,Benry,True,True,True,True,False,"""Good luck, guys.""",,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,13,Benry,US0315,both,True,3
21,13,Jane,True,False,True,False,False,"""Yall have fun""",,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,14,Jane,US0316,both,True,1
21,14,Dan,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,15,Dan,US0317,both,True,0
21,15,Holly,False,False,False,False,False,,,https://www.youtube.com/watch?v=rcwpurg4lMQ,6/11/2024,15,Holly,US0318,both,True,0
22,1,Francesca,True,False,True,False,False,"""Don't trust Phillip.""",,,6/11/2024,1,Francesca,US0322,both,True,1
22,2,Matt,True,False,True,True,False,"""Have fun.""",,,6/11/2024,2,Matt,US0323,both,True,2
22,3,Russell,False,False,False,False,False,,,,6/11/2024,3,Russell,US0300,both,True,0
22,4,Kristina,False,False,False,False,False,,,,6/11/2024,4,Kristina,US0324,both,True,0
22,5,Krista,False,False,False,False,False,,,,6/11/2024,5,Krista,US0325,both,True,0
22,6,Stephanie,False,False,False,False,False,,,,6/11/2024,6,Stephanie,US0326,both,True,0
22,7,Sarita,True,True,True,True,True,"""Bye, guys.""",,,6/11/2024,7,Sarita,US0327,both,True,4
22,8,Matt,False,False,False,False,False,,,,6/11/2024,8,Matt,US0323,both,True,0
22,9,Mike,False,False,False,False,False,,,,6/11/2024,9,Mike,US0328,both,True,0
22,10,David,False,False,False,False,False,,,,6/11/2024,9,David,US0329,both,True,0
22,11,Julie,False,False,False,False,False,,,,6/11/2024,10,Julie,US0330,both,True,0
22,12,Ralph,False,False,False,False,False,,,,6/11/2024,11,Ralph,US0331,both,True,0
22,13,Steve,False,False,False,False,False,,,,6/11/2024,11,Steve,US0332,both,True,0
22,14,Andrea,False,False,False,False,False,,,,6/11/2024,12,Andrea,US0333,both,True,0
22,15,Grant,True,False,True,False,False,"""See you guys shortly.""",,,6/11/2024,13,Grant,US0334,both,True,1
22,16,Andrea,False,False,False,False,False,,,,6/11/2024,14,Andrea,US0333,both,True,0
22,17,Ashley,True,True,False,True,True,,,,6/11/2024,14,Ashley,US0335,both,True,3
23,1,Semhar,,,,,,,,,6/11/2024,1,Semhar,US0338,both,True,0
23,2,Christine,,,,,,,,,6/11/2024,2,Christine,US0339,both,True,0
23,3,Papa Bear,,,,,,,,,6/11/2024,3,Papa Bear,US0340,both,True,0
23,4,Stacey,,,,,,,,,6/11/2024,4,Stacey,US0341,both,True,0
23,5,Elyse,,,,,,,,,6/11/2024,5,Elyse,US0342,both,True,0
23,6,Mikayla,,,,,,,,,6/11/2024,6,Mikayla,US0343,both,True,0
23,7,Ozzy,,,,,,,,,6/11/2024,7,Ozzy,US0201,both,True,0
23,8,Keith,,,,,,,,,6/11/2024,8,Keith,US0344,both,True,0
23,9,Ozzy,,,,,,,,,6/11/2024,9,Ozzy,US0201,both,True,0
23,10,Jim,,,,,,,,,6/11/2024,9,Jim,US0345,both,True,0
23,11,Dawn,,,,,,,,,6/11/2024,10,Dawn,US0346,both,True,0
23,12,Whitney,,,,,,,,,6/11/2024,10,Whitney,US0347,both,True,0
23,13,Cochran,,,,,,,,,6/11/2024,12,Cochran,US0348,both,True,0
23,14,Edna,,,,,,,,,6/11/2024,13,Edna,US0349,both,True,0
23,15,Brandon,,,,,,,,,6/11/2024,14,Brandon,US0350,both,True,0
23,16,Rick,,,,,,,,,6/11/2024,15,Rick,US0351,both,True,0
23,17,Ozzy,,,,,,,,,6/11/2024,15,Ozzy,US0201,both,True,0
24,1,Nina,,,,,,,,,6/11/2024,2,Nina,US0355,both,True,0
24,2,Matt,,,,,,,,,6/11/2024,3,Matt,US0356,both,True,0
24,3,Bill,,,,,,,,,6/11/2024,4,Bill,US0357,both,True,0
24,4,Monica,,,,,,,,,6/11/2024,5,Monica,US0358,both,True,0
24,5,Jonas,,,,,,,,,6/11/2024,7,Jonas,US0360,both,True,0
24,6,Michael,,,,,,,,,6/11/2024,8,Michael,US0361,both,True,0
24,7,Jay,,,,,,,,,6/11/2024,9,Jay,US0362,both,True,0
24,8,Leif,,,,,,,,,6/11/2024,10,Leif,US0363,both,True,0
24,9,Troyzan,,,,,,,,,6/11/2024,11,Troyzan,US0364,both,True,0
24,10,Kat,,,,,,,,,6/11/2024,12,Kat,US0365,both,True,0
24,11,Tarzan,,,,,,,,,6/11/2024,13,Tarzan,US0366,both,True,0
24,12,Alicia,,,,,,,,,6/11/2024,14,Alicia,US0367,both,True,0
24,13,Christina,,,,,,,,,6/11/2024,14,Christina,US0368,both,True,0
25,1,Zane,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,1,Zane,US0372,both,True,0
25,2,Roxy,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,2,Roxy,US0373,both,True,0
25,3,Angie,True,True,True,True,True,"""Good luck, guys. Kick some ass.""",,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,3,Angie,US0374,both,True,4
25,4,Russell,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,4,Russell,US0288,both,True,0
25,5,Dawson,True,True,False,True,False,,Crazy Jeff stare and hug.,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,5,Dawson,US0376,both,True,2
25,6,Katie,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,6,Katie,US0377,both,True,0
25,7,RC,True,True,False,True,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,7,RC,US0378,both,True,2
25,8,Jeff,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,8,Jeff,US0379,both,True,0
25,9,Artis,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,9,Artis,US0380,both,True,0
25,10,Pete,True,True,False,True,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,10,Pete,US0381,both,True,2
25,11,Jonathan,True,True,True,True,False,"""Guys... Keep your sunny side up.""",,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,11,Jonathan,US0196,both,True,3
25,12,Carter,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,12,Carter,US0382,both,True,0
25,13,Abi-Maria,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,13,Abi-Maria,US0383,both,True,0
25,14,Malcolm,False,False,False,False,False,,,https://www.youtube.com/watch?v=z3qzKwZGhYQ,6/11/2024,14,Malcolm,US0384,both,True,0
26,1,Francesca,,,,,,,,,6/11/2024,1,Francesca,US0322,both,True,0
26,2,Allie,,,,,,,,,6/11/2024,2,Allie,US0387,both,True,0
26,3,Hope,,,,,,,,,6/11/2024,3,Hope,US0388,both,True,0
26,4,Laura,,,,,,,,,6/11/2024,4,Laura,US0390,both,True,0
26,5,Brandon,,,,,,,,,6/11/2024,5,Brandon,US0350,both,True,0
26,6,Matt,,,,,,,,,6/11/2024,6,Matt,US0391,both,True,0
26,7,Julia,,,,,,,,,6/11/2024,7,Julia,US0392,both,True,0
26,8,Corinne,,,,,,,,,6/11/2024,8,Corinne,US0259,both,True,0
26,9,Michael,,,,,,,,,6/11/2024,9,Michael,US0393,both,True,0
26,10,Phillip,,,,,,,,,6/11/2024,10,Phillip,US0337,both,True,0
26,11,Malcolm,,,,,,,,,6/11/2024,11,Malcolm,US0384,both,True,0
26,12,Reynold,,,,,,,,,6/11/2024,12,Reynold,US0394,both,True,0
26,13,Andrea,,,,,,,,,6/11/2024,12,Andrea,US0333,both,True,0
26,14,Brenda,,,,,,,,,6/11/2024,13,Brenda,US0312,both,True,0
26,15,Eddie,,,,,,,,,6/11/2024,14,Eddie,US0395,both,True,0
27,1,Laura B.,,,,,,,,,6/11/2024,1,Laura B.,US0397,both,True,0
27,2,Candice,,,,,,,,,6/11/2024,1,Candice,US0195,both,True,0
27,3,Marissa,,,,,,,,,6/11/2024,1,Marissa,US0398,both,True,0
27,4,Rachel,,,,,,,,,6/11/2024,2,Rachel,US0399,both,True,0
27,5,John,,,,,,,,,6/11/2024,3,John,US0400,both,True,0
27,6,Brad,,,,,,,,,6/11/2024,4,Brad,US0401,both,True,0
27,7,Laura M.,,,,,,,,,6/11/2024,5,Laura M.,US0292,both,True,0
27,8,Kat,,,,,,,,,6/11/2024,6,Kat,US0365,both,True,0
27,9,Laura B.,,,,,,,,,6/11/2024,7,Laura B.,US0397,both,True,0
27,10,Aras,,,,,,,,,6/11/2024,8,Aras,US0182,both,True,0
27,11,Vytas,,,,,,,,,6/11/2024,9,Vytas,US0402,both,True,0
27,12,Tina,,,,,,,,,6/11/2024,9,Tina,US0032,both,True,0
27,13,Laura M.,,,,,,,,,6/11/2024,10,Laura M.,US0292,both,True,0
27,14,Caleb,,,,,,,,,6/11/2024,11,Caleb,US0403,both,True,0
27,15,Katie,,,,,,,,,6/11/2024,12,Katie,US0404,both,True,0
27,16,Hayden,,,,,,,,,6/11/2024,13,Hayden,US0405,both,True,0
27,17,Ciera,,,,,,,,,6/11/2024,14,Ciera,US0406,both,True,0
27,18,Tina,,,,,,,,,6/11/2024,14,Tina,US0032,both,True,0
28,1,David,,,,,,,,,6/11/2024,1,David,US0407,both,True,0
28,2,Garrett,,,,,,,,,6/11/2024,1,Garrett,US0408,both,True,0
28,3,Brice,,,,,,,,,6/11/2024,2,Brice,US0409,both,True,0
28,4,J'Tia,,,,,,,,,6/11/2024,3,J'Tia,US0410,both,True,0
28,5,Cliff,,,,,,,,,6/11/2024,4,Cliff,US0411,both,True,0
28,6,Alexis,,,,,,,,,6/11/2024,5,Alexis,US0413,both,True,0
28,7,Sarah,,,,,,,,,6/11/2024,6,Sarah,US0414,both,True,0
28,8,Morgan,,,,,,,,,6/11/2024,7,Morgan,US0415,both,True,0
28,9,LJ,,,,,,,,,6/11/2024,8,LJ,US0416,both,True,0
28,10,Jeremiah,,,,,,,,,6/11/2024,9,Jeremiah,US0417,both,True,0
28,11,Jefra,,,,,,,,,6/11/2024,10,Jefra,US0418,both,True,0
28,12,Tasha,,,,,,,,,6/11/2024,11,Tasha,US0419,both,True,0
28,13,Trish,,,,,,,,,6/11/2024,12,Trish,US0420,both,True,0
28,14,Spencer,,,,,,,,,6/11/2024,13,Spencer,US0421,both,True,0
28,15,Kass,,,,,,,,,6/11/2024,13,Kass,US0422,both,True,0
29,1,Nadiya,,,,,,,,,6/11/2024,1,Nadiya,US0425,both,True,0
29,2,Val,,,,,,,,,6/11/2024,2,Val,US0426,both,True,0
29,3,John,,,,,,,,,6/11/2024,3,John,US0427,both,True,0
29,4,Drew,,,,,,,,,6/11/2024,4,Drew,US0428,both,True,0
29,5,Kelley,,,,,,,,,6/11/2024,5,Kelley,US0429,both,True,0
29,6,Dale,,,,,,,,,6/11/2024,6,Dale,US0430,both,True,0
29,7,Josh,,,,,,,,,6/11/2024,8,Josh,US0432,both,True,0
29,8,Jeremy,,,,,,,,,6/11/2024,9,Jeremy,US0433,both,True,0
29,9,Wes,,,,,,,,,6/11/2024,10,Wes,US0434,both,True,0
29,10,Reed,,,,,,,,,6/11/2024,11,Reed,US0435,both,True,0
29,11,Alec,,,,,,,,,6/11/2024,12,Alec,US0436,both,True,0
29,12,Jon,,,,,,,,,6/11/2024,13,Jon,US0437,both,True,0
29,13,Baylor,,,,,,,,,6/11/2024,14,Baylor,US0438,both,True,0
29,14,Keith,,,,,,,,,6/11/2024,14,Keith,US0439,both,True,0
30,1,So,True,False,True,True,True,"""Good luck, guys.""",,,6/11/2024,1,So,US0443,both,True,3
30,2,Vince,True,False,True,True,False,"""Good play.""",,,6/11/2024,2,Vince,US0444,both,True,2
30,3,Nina,False,False,False,False,False,,,,6/11/2024,3,Nina,US0445,both,True,0
30,4,Lindsey,False,False,False,False,False,,,,6/11/2024,4,Lindsey,US0446,both,True,0
30,5,Max,False,False,False,False,False,,,,6/11/2024,5,Max,US0447,both,True,0
30,6,Joaquin,False,False,False,False,False,,,,6/11/2024,6,Joaquin,US0448,both,True,0
30,7,Kelly,False,False,False,False,False,,,,6/11/2024,7,Kelly,US0449,both,True,0
30,8,Hali,True,True,True,True,True,"""Love you, America.""",,,6/11/2024,8,Hali,US0450,both,True,4
30,9,Joe,True,True,True,True,False,"""Hey, love you all. Good luck.""",,,6/11/2024,9,Joe,US0451,both,True,3
30,10,Jenn,True,True,True,True,True,"""Bye, guys. Good luck. And play nice, alright? I'll see you soon.""",,,6/11/2024,10,Jenn,US0452,both,True,4
30,11,Shirin,True,True,True,True,True,"""Bye, guys.""",,,6/11/2024,11,Shirin,US0453,both,True,4
30,12,Tyler,False,False,False,False,False,,,,6/11/2024,12,Tyler,US0454,both,True,0
30,13,Dan,False,False,False,False,False,,,,6/11/2024,13,Dan,US0455,both,True,0
30,14,Sierra,True,True,True,True,True,"""Sneaky""",,,6/11/2024,14,Sierra,US0456,both,True,4
30,15,Rodney,True,True,True,True,False,"""Alright, guys""",,,6/11/2024,14,Rodney,US0457,both,True,3
31,1,Vytas,True,True,True,True,True,"""No hard feelings, you guys. You played such a great game. It's all good.""",,,6/11/2024,1,Vytas,US0402,both,True,4
31,2,Shirin,,,,,,,,,6/11/2024,2,Shirin,US0453,both,True,0
31,3,Peih-Gee,,,,,,,,,6/11/2024,3,Peih-Gee,US0233,both,True,0
31,4,Jeff,,,,,,,,,6/11/2024,4,Jeff,US0023,both,True,0
31,5,Monica,,,,,,,,,6/11/2024,5,Monica,US0295,both,True,0
31,6,Woo,,,,,,,,,6/11/2024,6,Woo,US0423,both,True,0
31,7,Kass,,,,,,,,,6/11/2024,7,Kass,US0422,both,True,0
31,8,Andrew,,,,,,,,,6/11/2024,8,Andrew,US0105,both,True,0
31,9,Kelly,,,,,,,,,6/11/2024,9,Kelly,US0015,both,True,0
31,10,Ciera,,,,,,,,,6/11/2024,10,Ciera,US0406,both,True,0
31,11,Stephen,,,,,,,,,6/11/2024,11,Stephen,US0280,both,True,0
31,12,Joe,,,,,,,,,6/11/2024,12,Joe,US0451,both,True,0
31,13,Abi-Maria,,,,,,,,,6/11/2024,13,Abi-Maria,US0383,both,True,0
31,14,Kimmi,,,,,,,,,6/11/2024,14,Kimmi,US0021,both,True,0
31,15,Keith,,,,,,,,,6/11/2024,14,Keith,US0439,both,True,0
31,16,Kelley,,,,,,,,,6/11/2024,14,Kelley,US0429,both,True,0
32,1,Darnell,True,False,True,True,False,"""Good game.""",,,6/11/2024,1,Darnell,US0461,both,True,2
32,2,Jennifer,True,True,True,True,True,"""See you guys. Hope you win lots more challenges.""",,,6/11/2024,2,Jennifer,US0462,both,True,4
32,3,Liz,True,False,True,True,False,"""Good luck everyone!""",,,6/11/2024,3,Liz,US0463,both,True,2
32,4,Alecia,True,False,True,True,True,"""Good luck Cydney""",,,6/11/2024,4,Alecia,US0465,both,True,3
32,5,Anna,True,True,True,True,True,"""Good luck everyone.""",,,6/11/2024,5,Anna,US0466,both,True,4
32,6,Peter,True,True,False,True,True,,,,6/11/2024,6,Peter,US0467,both,True,3
32,7,Nick,False,False,False,False,False,,,,6/11/2024,8,Nick,US0469,both,True,0
32,8,Debbie,False,False,False,False,False,,,,6/11/2024,9,Debbie,US0470,both,True,0
32,9,Scot,False,False,False,False,False,,,,6/11/2024,10,Scot,US0471,both,True,0
32,10,Julia,False,False,False,False,False,,,,6/11/2024,11,Julia,US0472,both,True,0
32,11,Jason,True,True,False,False,False,,,,6/11/2024,12,Jason,US0473,both,True,1
32,12,Cydney,False,False,False,False,False,,,,6/11/2024,14,Cydney,US0475,both,True,0
33,1,Rachel,False,False,False,False,False,,,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,1,Rachel,US0479,both,True,0
33,2,Mari,True,False,True,True,False,"""Salty""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,2,Mari,US0480,both,True,2
33,3,Paul,True,True,True,True,False,"""Good luck, guys.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,3,Paul,US0481,both,True,3
33,4,Lucy,False,False,False,False,False,,,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,4,Lucy,US0482,both,True,0
33,5,CeCe,True,False,True,True,False,"""Good luck, guys.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,5,CeCe,US0483,both,True,2
33,6,Figgy,True,False,True,True,False,"""Good luck, Tays.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,6,Figgy,US0484,both,True,2
33,7,Michaela,True,False,True,True,False,"""You going to feel like an asshole... my shoes... Damn, Jay"" ",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,7,Michaela,US0485,both,True,2
33,8,Michelle,True,True,False,True,False,,,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,8,Michelle,US0486,both,True,2
33,9,Taylor,True,True,True,True,False,"""Good luck, guys... Sorry for stealing food.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,9,Taylor,US0487,both,True,3
33,10,Chris,True,True,True,True,False,"""Boomer""","Zeke replied, ""Sooner.""",https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,10,Chris,US0488,both,True,3
33,11,Jessica,False,False,False,False,False,,,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,10,Jessica,US0489,both,True,0
33,12,Zeke,False,False,False,False,False,,"Just before snuff: ""It's been an honor to play with you all.""",https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,11,Zeke,US0490,both,True,0
33,13,Will,True,True,True,True,False,"""I had a blast guys. Good luck to all of you.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,12,Will,US0491,both,True,3
33,14,Sunday,True,False,True,True,True,"""Good luck, guys. Have fun.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,12,Sunday,US0492,both,True,3
33,15,Jay,False,True,False,False,False,,,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,13,Jay,US0493,both,True,1
33,16,Bret,True,False,True,True,True,"""David, good luck to you. The rest of you: You just lost a million dollars.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,13,Bret,US0494,both,True,3
33,17,David,True,False,True,True,False,"""Playing Survivor is the biggest dream I ever had, and I'm so glad I got to play it with all of you. But not Vinaka.""",,https://www.youtube.com/watch?v=NbQiyjoM_4Q,6/11/2024,13,David,US0495,both,True,2
34,1,Ciera,True,True,True,True,True,"""Good luck everyone good job.""",,,6/11/2024,1,Ciera,US0406,both,True,4
34,2,Tony,True,False,False,True,False,,,,6/11/2024,1,Tony,US0424,both,True,1
34,3,Caleb,False,False,False,False,False,,,,6/11/2024,2,Caleb,US0464,both,True,0
34,4,Malcolm,False,False,False,False,False,,,,6/11/2024,3,Malcolm,US0384,both,True,0
34,5,J.T.,False,False,False,False,False,,,,6/11/2024,4,J.T.,US0281,both,True,0
34,6,Sandra,True,True,True,True,True,,,,6/11/2024,5,Sandra,US0112,both,True,4
34,7,Jeff,True,True,False,True,False,,,,6/11/2024,6,Jeff,US0023,both,True,2
34,8,Hali,True,True,True,True,True,"""I enjoyed meeting every one of you. May the best player win!""",,,6/11/2024,7,Hali,US0450,both,True,4
34,9,Ozzy,True,True,True,True,True,"""Good job guys. Good luck eating.""",,,6/11/2024,7,Ozzy,US0201,both,True,4
34,10,Debbie,True,True,True,True,True,"""Good luck to you all.""",,,6/11/2024,8,Debbie,US0470,both,True,4
34,11,Zeke,True,True,True,True,True,"""Keep playing hard gang."" ","Mumbles ""Dammit!"" under breath as walking out",,6/11/2024,9,Zeke,US0490,both,True,4
34,12,Sierra,True,True,True,True,True,"""Yep. Privilege guys!""",,,6/11/2024,10,Sierra,US0456,both,True,4
34,13,Andrea,False,False,False,False,False,,,,6/11/2024,11,Andrea,US0333,both,True,0
34,14,Michaela,False,False,False,False,False,,,,6/11/2024,11,Michaela,US0485,both,True,0
34,15,Cirie,True,True,True,True,True,"""Thank you Jeff""",,,6/11/2024,12,Cirie,US0179,both,True,4
34,16,Aubry,False,False,False,False,False,"""The full experience.""",,,6/11/2024,12,Aubry,US0477,both,True,0
34,17,Tai,False,False,False,False,False,"""Thank you Jeff for a great season. Appreicate it. Thank you.""",,,6/11/2024,12,Tai,US0476,both,True,0
35,1,Katrina,True,True,True,True,False,"""Good luck, guys.""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,1,Katrina,US0499,both,True,3
35,2,Simone,True,True,True,True,True,"""Bye""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,2,Simone,US0500,both,True,4
35,3,Patrick,True,False,False,True,False,,"Said, ""You guys are awful"" when Jeff made announcement. ",https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,3,Patrick,US0501,both,True,1
35,4,Alan,True,True,True,True,False,"""Good luck, everyone.""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,4,Alan,US0502,both,True,3
35,5,Roark,True,True,True,True,False,"""Good luck, guys.""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,5,Roark,US0503,both,True,3
35,6,Ali,False,False,False,False,False,,,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,6,Ali,US0504,both,True,0
35,7,Jessica,True,True,False,True,True,,,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,7,Jessica,US0505,both,True,3
35,8,Desi,True,True,True,True,True,"""Good luck everyone.""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,8,Desi,US0506,both,True,4
35,9,Cole,True,True,True,True,True,"""Good luck, guys. Have fun out there."" ",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,9,Cole,US0507,both,True,4
35,10,JP,False,False,False,False,False,,"""Damn, they got me good,"" he said out of jury earshot. ",https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,10,JP,US0508,both,True,0
35,11,Joe,False,False,False,False,False,,,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,10,Joe,US0509,both,True,0
35,12,Lauren,True,True,True,True,True,"""Good luck, guys.""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,11,Lauren,US0510,both,True,4
35,13,Ashley,True,True,True,True,False,"""Good luck, you guys.""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,12,Ashley,US0511,both,True,3
35,14,Mike,True,True,True,False,False,"""Good luck, everybody.""",,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,13,Mike,US0512,both,True,2
35,15,Devon,True,True,False,True,True,,,https://www.youtube.com/watch?v=8e7G13HzW3Y,6/11/2024,13,Devon,US0513,both,True,3
36,1,Gonzalez,,,,,,,,,6/11/2024,1,Gonzalez,US0517,both,True,0
36,2,Jacob,,,,,,,,,6/11/2024,1,Jacob,US0518,both,True,0
36,3,Morgan,,,,,,,,,6/11/2024,2,Morgan,US0519,both,True,0
36,4,Brendan,,,,,,,,,6/11/2024,3,Brendan,US0520,both,True,0
36,5,Stephanie,,,,,,,,,6/11/2024,4,Stephanie,US0521,both,True,0
36,6,James,,,,,,,,,6/11/2024,5,James,US0522,both,True,0
36,7,Bradley,,,,,,,,,6/11/2024,6,Bradley,US0523,both,True,0
36,8,Chris,,,,,,,,,6/11/2024,7,Chris,US0524,both,True,0
36,9,Libby,,,,,,,,,6/11/2024,8,Libby,US0525,both,True,0
36,10,Desiree,,,,,,,,,6/11/2024,9,Desiree,US0526,both,True,0
36,11,Jenna,,,,,,,,,6/11/2024,10,Jenna,US0527,both,True,0
36,12,Michael,,,,,,,,,6/11/2024,10,Michael,US0528,both,True,0
36,13,Chelsea,,,,,,,,,6/11/2024,11,Chelsea,US0529,both,True,0
36,14,Kellyn,,,,,,,,,6/11/2024,12,Kellyn,US0530,both,True,0
36,15,Sebastian,,,,,,,,,6/11/2024,13,Sebastian,US0531,both,True,0
36,16,Donathan,,,,,,,,,6/11/2024,13,Donathan,US0532,both,True,0
36,17,Angela,,,,,,,,,6/11/2024,13,Angela,US0533,both,True,0
