STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION_(M)
GHCND:VMM00048917,"PHU QUOC, VM",1957-04-15,2024-06-22,Null,Vietnam,10.217,103.967,4
